evaluation_date,agent_name,team_manager,campaign,channel,call_reason,coaching_status,tenure_bucket,shift,qa_evaluator,qa_score,aht_seconds,csat_score,nps_score,compliance_score,resolution_rate,target_met,critical_error_flag
2025-06-22,Agent_068,Team F,Sales,Email,Billing Issue,Not Coached,7-12 months,Mid,Evaluator 4,82.0,511.0,3.93,27,89.7,71.7,Not Met,No
2025-11-13,Agent_091,Team A,Retail Support,Chat,Escalation,Not Coached,4-6 months,Morning,Evaluator 4,84.6,496.0,3.72,35,88.5,79.6,Not Met,No
2025-10-30,Agent_064,Team E,Claims,Chat,Refund Request,Not Coached,4-6 months,Morning,Evaluator 2,69.3,730.0,3.9,31,74.6,69.1,Not Met,Yes
2025-05-29,Agent_017,Team B,Claims,Chat,Order Status,Coached,4-6 months,Night,Evaluator 1,80.3,652.0,3.86,24,87.5,69.3,Not Met,No
2025-03-21,Agent_012,Team F,Sales,Email,Cancellation,Coached,7-12 months,Mid,Evaluator 1,96.0,392.0,4.34,45,92.5,79.3,Met,No
2025-08-01,Agent_022,Team E,Tech Support,Voice,Order Status,Not Coached,4-6 months,Morning,Evaluator 1,63.9,770.0,3.61,13,82.6,68.6,Not Met,Yes
2025-07-22,Agent_017,Team D,Retail Support,Voice,Policy Question,Coached,12+ months,Morning,Evaluator 2,90.9,619.0,4.07,37,92.9,83.3,Met,No
2025-09-09,Agent_010,Team E,Tech Support,Voice,Technical Troubleshooting,Not Coached,4-6 months,Mid,Evaluator 3,60.2,825.0,3.48,8,89.7,62.8,Not Met,Yes
2025-08-17,Agent_118,Team B,Banking Support,Voice,Refund Request,Not Coached,4-6 months,Mid,Evaluator 2,75.6,686.0,3.87,42,88.5,75.0,Not Met,No
2025-06-13,Agent_065,Team C,Tech Support,Chat,Account Access,Coached,4-6 months,Mid,Evaluator 2,71.0,605.0,3.74,25,79.8,83.9,Not Met,Yes
2025-08-15,Agent_022,Team E,Claims,Chat,Account Access,Not Coached,12+ months,Mid,Evaluator 4,71.6,568.0,3.94,25,87.0,76.2,Not Met,Yes
2025-05-27,Agent_090,Team C,Retail Support,Voice,Complaint,Coached,7-12 months,Morning,Evaluator 1,82.5,639.0,4.26,27,90.0,75.0,Not Met,No
2025-01-20,Agent_120,Team C,Tech Support,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 1,80.6,739.0,3.95,20,86.0,76.4,Not Met,No
2025-02-16,Agent_082,Team C,Retail Support,Chat,Upsell Inquiry,Not Coached,4-6 months,Night,Evaluator 3,85.7,454.0,4.09,39,88.7,79.6,Met,No
2025-08-21,Agent_050,Team E,Retail Support,Voice,Upsell Inquiry,Coached,12+ months,Night,Evaluator 3,89.5,525.0,3.75,35,84.7,84.4,Met,Yes
2025-11-01,Agent_014,Team C,Banking Support,Chat,Order Status,Not Coached,0-3 months,Morning,Evaluator 4,78.6,481.0,4.08,42,83.9,74.4,Not Met,Yes
2025-01-14,Agent_064,Team B,Banking Support,Voice,Cancellation,Coached,12+ months,Mid,Evaluator 1,80.9,836.0,3.99,44,88.2,76.4,Not Met,No
2025-05-23,Agent_047,Team E,Claims,Voice,Refund Request,Coached,7-12 months,Morning,Evaluator 3,68.3,728.0,3.88,42,87.3,76.2,Not Met,Yes
2025-01-01,Agent_029,Team E,Sales,Voice,Billing Issue,Not Coached,4-6 months,Morning,Evaluator 3,77.7,519.0,3.98,39,87.9,74.2,Not Met,No
2025-02-23,Agent_076,Team A,Retail Support,Voice,Complaint,Not Coached,7-12 months,Morning,Evaluator 1,82.3,750.0,3.87,29,91.2,74.1,Not Met,No
2025-09-16,Agent_036,Team B,Sales,Chat,Policy Question,Coached,7-12 months,Morning,Evaluator 2,87.3,414.0,4.38,45,91.4,82.0,Met,No
2025-05-24,Agent_099,Team A,Claims,Email,Escalation,Coached,0-3 months,Mid,Evaluator 3,78.6,592.0,4.34,25,89.3,70.7,Not Met,No
2025-01-12,Agent_052,Team C,Retail Support,Chat,Policy Question,Not Coached,12+ months,Mid,Evaluator 1,85.0,506.0,4.11,40,89.2,77.2,Met,No
2025-11-26,Agent_076,Team C,Retail Support,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 3,77.1,787.0,3.54,23,90.3,77.0,Not Met,No
2025-08-12,Agent_007,Team E,Billing,Voice,Technical Troubleshooting,Not Coached,4-6 months,Morning,Evaluator 4,72.0,776.0,3.48,33,87.6,74.0,Not Met,Yes
2025-09-29,Agent_029,Team D,Sales,Chat,Upsell Inquiry,Not Coached,0-3 months,Night,Evaluator 3,84.5,352.0,4.35,39,92.2,77.3,Not Met,No
2025-12-24,Agent_011,Team D,Tech Support,Chat,Escalation,Not Coached,4-6 months,Morning,Evaluator 1,75.7,624.0,3.75,35,89.0,75.3,Not Met,No
2025-06-05,Agent_033,Team C,Banking Support,Voice,Order Status,Not Coached,7-12 months,Mid,Evaluator 3,79.3,597.0,3.97,24,82.4,79.7,Not Met,Yes
2025-01-08,Agent_006,Team F,Tech Support,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 4,75.5,768.0,3.75,27,91.8,74.1,Not Met,No
2025-05-02,Agent_111,Team C,Sales,Chat,Technical Troubleshooting,Not Coached,7-12 months,Mid,Evaluator 4,77.8,657.0,3.63,12,92.8,77.7,Not Met,No
2025-12-14,Agent_079,Team F,Banking Support,Voice,Order Status,Not Coached,4-6 months,Morning,Evaluator 3,87.6,734.0,3.99,43,96.7,74.3,Met,No
2025-06-13,Agent_032,Team D,Tech Support,Voice,Technical Troubleshooting,Coached,12+ months,Morning,Evaluator 3,82.1,972.0,3.88,38,98.0,71.8,Not Met,No
2025-03-31,Agent_051,Team A,Billing,Voice,Upsell Inquiry,Not Coached,7-12 months,Morning,Evaluator 4,79.0,666.0,3.69,27,90.0,75.8,Not Met,No
2025-05-16,Agent_075,Team E,Banking Support,Voice,Order Status,Coached,12+ months,Morning,Evaluator 4,90.7,673.0,4.0,33,90.8,70.6,Met,No
2025-07-05,Agent_058,Team C,Retail Support,Email,Cancellation,Coached,0-3 months,Mid,Evaluator 2,71.9,460.0,4.11,36,84.9,79.2,Not Met,Yes
2025-11-12,Agent_087,Team E,Tech Support,Email,Account Access,Coached,4-6 months,Mid,Evaluator 2,76.1,555.0,4.14,29,84.8,74.8,Not Met,Yes
2025-06-27,Agent_026,Team A,Banking Support,Voice,Policy Question,Not Coached,4-6 months,Morning,Evaluator 4,83.7,698.0,3.95,36,89.9,67.6,Not Met,No
2025-01-28,Agent_098,Team B,Billing,Voice,,Coached,7-12 months,Morning,Evaluator 3,87.9,773.0,4.2,33,96.4,71.9,Met,No
2025-08-08,Agent_046,Team F,Banking Support,Voice,Escalation,Not Coached,12+ months,Mid,Evaluator 1,76.4,688.0,3.88,39,85.3,79.0,Not Met,No
2025-12-23,Agent_098,Team B,Banking Support,Voice,Complaint,Not Coached,0-3 months,Mid,Evaluator 3,55.1,738.0,3.72,27,83.2,63.0,Not Met,Yes
2025-02-10,Agent_029,Team E,Billing,Voice,Account Access,Coached,0-3 months,Night,Evaluator 3,69.2,578.0,3.67,45,89.1,69.2,Not Met,Yes
2025-08-16,Agent_004,Team B,Tech Support,Chat,Cancellation,Coached,12+ months,Mid,Evaluator 2,88.3,664.0,3.81,30,97.4,78.0,Met,No
2025-07-11,Agent_081,Team D,Claims,Voice,Refund Request,Not Coached,4-6 months,Mid,Evaluator 2,71.0,787.0,3.57,27,86.4,77.4,Not Met,Yes
2025-05-25,Agent_099,Team E,Tech Support,Voice,Technical Troubleshooting,Coached,7-12 months,Mid,Evaluator 2,78.0,771.0,3.82,30,93.8,76.3,Not Met,No
2025-07-20,Agent_013,Team D,Sales,Voice,Escalation,Not Coached,7-12 months,Night,Evaluator 4,85.9,596.0,3.96,42,94.4,83.5,Met,No
2025-07-31,Agent_105,Team B,Billing,Voice,Refund Request,Coached,12+ months,Night,Evaluator 4,87.1,634.0,4.12,37,92.0,78.9,Met,No
2025-08-08,Agent_039,Team B,Tech Support,Voice,Account Access,Coached,0-3 months,Morning,Evaluator 3,63.2,730.0,3.58,30,78.9,70.9,Not Met,Yes
2025-08-28,Agent_015,Team A,Banking Support,Voice,Technical Troubleshooting,Not Coached,0-3 months,Morning,Evaluator 3,67.8,723.0,3.66,31,82.4,75.2,Not Met,Yes
2025-02-15,Agent_119,Team B,Billing,Email,Escalation,Coached,7-12 months,Morning,Evaluator 1,89.9,611.0,3.85,26,89.6,74.1,Met,No
2025-02-04,Agent_029,Team D,Retail Support,Voice,Complaint,Coached,12+ months,Mid,Evaluator 3,87.3,729.0,4.45,34,96.3,72.4,Met,No
2025-09-10,Agent_029,Team F,Tech Support,Voice,Account Access,Coached,4-6 months,Mid,Evaluator 3,76.0,773.0,3.78,34,91.5,67.6,Not Met,No
2025-03-23,Agent_075,Team F,Billing,Email,Escalation,Coached,4-6 months,Mid,Evaluator 2,83.3,448.0,,50,87.8,83.8,Not Met,No
2025-09-13,Agent_116,Team E,Tech Support,Email,Cancellation,Coached,7-12 months,Morning,Evaluator 2,82.1,676.0,3.85,15,87.2,71.1,Not Met,No
2025-07-16,Agent_032,Team E,Billing,Voice,Escalation,Not Coached,12+ months,Mid,Evaluator 2,69.3,771.0,4.08,19,87.9,76.4,Not Met,Yes
2025-10-30,Agent_002,Team D,Banking Support,Chat,Account Access,Coached,12+ months,Night,Evaluator 2,89.3,482.0,3.86,23,93.2,82.4,Met,No
2025-01-10,Agent_047,Team B,Retail Support,Voice,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 2,85.3,540.0,4.12,44,93.6,84.6,Met,No
2025-11-08,Agent_078,Team F,Retail Support,Voice,Cancellation,Not Coached,0-3 months,Mid,Evaluator 1,66.4,711.0,3.42,30,85.6,66.5,Not Met,Yes
2025-10-13,Agent_084,Team E,Sales,Voice,Refund Request,Coached,0-3 months,Mid,Evaluator 1,67.1,614.0,3.33,11,79.2,70.0,Not Met,Yes
2025-08-30,Agent_022,Team D,Billing,Chat,Account Access,Coached,7-12 months,Night,Evaluator 1,86.9,482.0,4.03,55,91.8,82.7,Met,No
2025-09-08,Agent_075,Team A,Tech Support,Chat,Upsell Inquiry,Not Coached,12+ months,Night,Evaluator 2,96.6,516.0,4.25,39,92.0,79.0,Met,No
2025-12-31,Agent_027,Team C,Retail Support,Voice,Billing Issue,Not Coached,4-6 months,Mid,Evaluator 4,73.7,710.0,3.6,35,89.6,61.9,Not Met,Yes
2025-01-05,Agent_067,Team C,Retail Support,Voice,Complaint,Not Coached,4-6 months,Mid,Evaluator 2,69.8,562.0,4.01,39,83.3,69.6,Not Met,Yes
2025-04-29,Agent_081,Team F,Claims,Chat,Upsell Inquiry,Not Coached,12+ months,Night,Evaluator 2,83.5,604.0,4.02,27,90.8,73.0,Not Met,No
2025-10-16,Agent_108,Team D,Claims,Voice,Billing Issue,Coached,0-3 months,Mid,Evaluator 1,68.8,785.0,3.78,27,90.3,66.7,Not Met,Yes
2025-03-06,Agent_056,Team C,Retail Support,Voice,Policy Question,Not Coached,4-6 months,Morning,Evaluator 2,74.5,687.0,4.08,26,85.6,75.1,Not Met,Yes
2025-05-26,Agent_092,Team F,Billing,Chat,Technical Troubleshooting,Coached,7-12 months,Night,Evaluator 1,79.8,617.0,3.88,21,85.1,78.5,Not Met,No
2025-08-12,Agent_093,Team A,Sales,Chat,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 2,98.2,475.0,4.31,42,97.2,82.2,Met,No
2025-08-27,Agent_021,Team C,Retail Support,Chat,Order Status,Coached,7-12 months,Morning,Evaluator 3,88.5,473.0,3.71,19,92.3,87.5,Met,No
2025-06-26,Agent_047,Team A,Banking Support,Email,Complaint,Coached,4-6 months,Night,Evaluator 4,84.3,520.0,4.17,39,92.9,83.8,Not Met,No
2025-09-24,Agent_080,Team E,Tech Support,Voice,Upsell Inquiry,Coached,7-12 months,Mid,Evaluator 4,70.5,778.0,3.71,40,88.2,75.4,Not Met,Yes
2025-12-07,Agent_101,Team F,Sales,Chat,Billing Issue,Not Coached,7-12 months,Morning,Evaluator 1,78.4,575.0,3.74,35,83.4,71.2,Not Met,Yes
2025-10-09,Agent_059,Team B,Banking Support,Chat,Order Status,Coached,7-12 months,Morning,Evaluator 3,96.6,452.0,4.29,37,95.0,81.5,Met,No
2025-03-04,Agent_084,Team F,Sales,Voice,Complaint,Coached,7-12 months,Morning,Evaluator 4,83.5,678.0,3.79,25,96.6,77.0,Not Met,No
2025-08-05,Agent_006,Team B,Banking Support,Voice,Order Status,Coached,4-6 months,Morning,Evaluator 1,85.1,605.0,4.39,39,86.7,74.7,Met,No
2025-12-08,Agent_019,Team F,Tech Support,Voice,Cancellation,Coached,0-3 months,Morning,Evaluator 2,72.5,833.0,3.18,34,91.4,75.9,Not Met,Yes
2025-11-11,Agent_057,Team E,Tech Support,Voice,Billing Issue,Not Coached,0-3 months,Mid,Evaluator 2,68.4,717.0,3.75,17,86.4,69.6,Not Met,Yes
2025-10-10,Agent_069,Team E,Claims,Chat,Escalation,Coached,4-6 months,Morning,Evaluator 3,72.8,687.0,3.83,27,82.6,67.8,Not Met,Yes
2025-06-26,Agent_003,Team A,Billing,Chat,Cancellation,Coached,7-12 months,Mid,Evaluator 4,92.5,564.0,4.08,42,92.1,75.6,Met,No
2025-04-08,Agent_001,Team F,Banking Support,Voice,Complaint,Coached,12+ months,Morning,Evaluator 2,81.8,738.0,3.8,39,87.8,84.5,Not Met,No
2025-04-15,Agent_058,Team E,Claims,Voice,Complaint,Not Coached,7-12 months,Night,Evaluator 1,67.7,855.0,3.65,20,86.3,67.9,Not Met,Yes
2025-04-09,Agent_038,Team B,Banking Support,Email,Account Access,Coached,12+ months,Morning,Evaluator 2,100.0,440.0,4.47,37,94.9,74.1,Met,No
2025-11-07,Agent_015,Team E,Claims,Voice,Billing Issue,Coached,4-6 months,Morning,Evaluator 2,70.2,768.0,3.37,20,81.9,68.5,Not Met,Yes
2025-01-06,Agent_034,Team B,Tech Support,Voice,Policy Question,Coached,4-6 months,Morning,Evaluator 4,75.0,730.0,3.71,39,90.9,66.2,Not Met,No
2025-07-16,Agent_061,Team F,Sales,Voice,Policy Question,Coached,4-6 months,Mid,Evaluator 4,73.3,691.0,3.67,25,91.9,77.7,Not Met,Yes
2025-12-17,Agent_035,Team A,Claims,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 1,70.9,863.0,3.52,19,91.5,61.8,Not Met,Yes
2025-05-13,Agent_064,Team E,Banking Support,Voice,Policy Question,Not Coached,0-3 months,Morning,Evaluator 3,72.9,,3.79,27,85.1,64.3,Not Met,Yes
2025-12-24,Agent_113,Team D,Banking Support,Voice,Technical Troubleshooting,Not Coached,7-12 months,Mid,Evaluator 3,83.1,679.0,4.07,23,86.9,75.7,Not Met,No
2025-09-16,Agent_025,Team A,,Voice,Account Access,Not Coached,12+ months,Morning,Evaluator 2,82.7,627.0,4.28,40,92.3,82.6,Not Met,No
2025-01-23,Agent_024,Team B,Tech Support,Voice,Complaint,Coached,0-3 months,Mid,Evaluator 1,70.7,929.0,3.78,37,88.6,67.1,Not Met,Yes
2025-02-22,Agent_012,Team A,Banking Support,Voice,Policy Question,Coached,0-3 months,Mid,Evaluator 3,90.0,672.0,4.1,45,95.1,68.9,Met,No
2025-06-14,Agent_018,Team C,Retail Support,Voice,Billing Issue,Coached,12+ months,Morning,Evaluator 3,82.3,767.0,3.52,21,90.7,74.6,Not Met,No
2025-07-21,Agent_015,Team B,Sales,Chat,Upsell Inquiry,Not Coached,4-6 months,Morning,Evaluator 2,91.4,382.0,4.51,60,90.1,78.5,Met,No
2025-03-24,Agent_108,Team D,Claims,Chat,Escalation,Not Coached,12+ months,Morning,Evaluator 1,80.4,585.0,4.01,51,88.2,83.2,Not Met,No
2025-05-25,Agent_080,Team B,Billing,Voice,Cancellation,Not Coached,7-12 months,Morning,Evaluator 3,74.6,773.0,4.05,40,86.1,76.6,Not Met,Yes
2025-03-26,Agent_027,Team B,Sales,Voice,Cancellation,Coached,12+ months,Mid,Evaluator 4,84.7,701.0,3.67,16,88.7,74.4,Not Met,No
2025-03-19,Agent_072,Team E,Tech Support,Chat,Technical Troubleshooting,Coached,4-6 months,Morning,Evaluator 4,72.4,747.0,3.71,9,84.8,74.5,Not Met,Yes
2025-01-01,Agent_060,Team A,Billing,Voice,Order Status,Coached,7-12 months,Morning,Evaluator 2,93.4,650.0,4.26,52,100.0,78.8,Met,No
2025-02-20,Agent_046,Team F,Claims,Voice,Billing Issue,Not Coached,7-12 months,Morning,Evaluator 2,85.9,787.0,3.79,31,87.7,78.0,Met,No
2025-06-22,Agent_089,Team F,Claims,Chat,Order Status,Not Coached,7-12 months,Night,Evaluator 2,75.6,588.0,3.82,44,90.4,79.9,Not Met,No
2025-07-24,Agent_017,Team D,Retail Support,Email,Account Access,Not Coached,4-6 months,Night,Evaluator 2,84.5,513.0,4.36,32,91.1,80.0,Not Met,No
2025-09-17,Agent_093,Team D,Tech Support,Chat,Escalation,Coached,0-3 months,Morning,Evaluator 3,67.7,616.0,3.72,29,84.2,80.0,Not Met,Yes
2025-10-15,Agent_053,Team F,Billing,Voice,Account Access,Coached,7-12 months,Morning,Evaluator 1,83.3,722.0,3.9,39,89.7,74.9,Not Met,No
2025-02-03,Agent_008,Team B,Billing,Chat,Complaint,Not Coached,7-12 months,Morning,Evaluator 2,76.5,531.0,4.21,34,92.3,75.5,Not Met,No
2025-12-14,Agent_079,Team A,Banking Support,Voice,Billing Issue,Not Coached,12+ months,Mid,Evaluator 2,94.9,691.0,4.44,52,94.6,77.6,Met,No
2025-04-05,Agent_027,Team B,Retail Support,Chat,Complaint,Coached,12+ months,Morning,Evaluator 3,88.1,535.0,4.04,35,86.1,78.9,Met,No
2025-03-13,Agent_046,Team E,Retail Support,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 2,80.4,635.0,3.85,28,90.9,77.8,Not Met,No
2025-02-08,Agent_050,Team A,Billing,Voice,Policy Question,Coached,0-3 months,Mid,Evaluator 2,78.0,595.0,3.93,26,87.7,75.9,Not Met,No
2025-06-03,Agent_116,Team D,Billing,Chat,Cancellation,Coached,7-12 months,Night,Evaluator 1,87.6,637.0,4.09,39,90.7,79.1,Met,No
2025-09-07,Agent_071,Team F,Sales,Voice,Upsell Inquiry,Coached,7-12 months,Morning,Evaluator 4,91.6,536.0,4.22,56,92.9,74.1,Met,No
2025-06-11,Agent_003,Team F,Sales,Voice,Complaint,Not Coached,12+ months,Night,Evaluator 2,87.7,640.0,4.2,40,96.1,78.7,Met,No
2025-04-28,Agent_093,Team D,Sales,Email,Order Status,Coached,12+ months,Night,Evaluator 3,97.2,345.0,4.52,41,93.1,79.7,Met,No
2025-09-16,Agent_064,Team A,Retail Support,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 1,80.3,676.0,3.84,44,93.8,77.7,Not Met,No
2025-11-02,Agent_044,Team E,Banking Support,Voice,Cancellation,Coached,12+ months,Morning,Evaluator 3,82.3,717.0,4.03,24,85.1,78.3,Not Met,No
2025-09-25,Agent_053,Team D,Claims,Voice,Complaint,Not Coached,0-3 months,Morning,Evaluator 1,70.2,835.0,3.72,42,87.0,70.3,Not Met,Yes
2025-02-23,Agent_024,Team A,Sales,Chat,Refund Request,Not Coached,4-6 months,Morning,Evaluator 1,84.8,448.0,4.33,34,88.3,81.0,Not Met,No
2025-08-24,Agent_060,Team A,Banking Support,Chat,Refund Request,Coached,7-12 months,Morning,Evaluator 2,93.7,654.0,4.23,43,94.8,76.7,Met,No
2025-08-10,Agent_003,Team F,Tech Support,Voice,Billing Issue,Not Coached,0-3 months,Mid,Evaluator 2,67.0,823.0,4.03,45,83.9,66.0,Not Met,Yes
2025-09-08,Agent_020,Team D,Sales,Chat,Account Access,Not Coached,12+ months,Morning,Evaluator 2,90.5,414.0,4.15,33,87.4,82.4,Met,No
2025-11-09,Agent_046,Team E,Claims,Voice,Refund Request,Coached,0-3 months,Night,Evaluator 4,67.7,768.0,3.58,22,81.4,77.0,Not Met,Yes
2025-04-22,Agent_015,Team F,Tech Support,Chat,Technical Troubleshooting,Coached,0-3 months,Morning,Evaluator 4,66.8,729.0,3.92,41,80.9,72.3,Not Met,Yes
2025-09-12,Agent_025,Team D,Tech Support,Voice,Account Access,Not Coached,7-12 months,Night,Evaluator 3,71.8,786.0,4.09,18,85.6,67.9,Not Met,Yes
2025-10-30,Agent_094,Team D,Claims,Voice,Cancellation,Not Coached,7-12 months,Morning,Evaluator 2,79.4,827.0,3.81,38,92.1,65.5,Not Met,No
2025-07-26,Agent_078,Team C,Sales,Email,Cancellation,Not Coached,12+ months,Night,Evaluator 4,81.5,475.0,4.34,39,88.2,73.7,Not Met,No
2025-08-17,Agent_071,Team B,Retail Support,Voice,Cancellation,,7-12 months,Morning,Evaluator 2,77.7,663.0,4.09,48,91.1,74.2,Not Met,No
2025-12-07,Agent_017,Team C,Claims,Voice,Cancellation,Not Coached,7-12 months,Morning,Evaluator 4,79.8,810.0,3.67,17,93.8,76.2,Not Met,No
2025-03-07,Agent_108,Team E,Claims,Voice,Technical Troubleshooting,Coached,4-6 months,Night,Evaluator 4,66.2,817.0,3.82,15,85.5,65.7,Not Met,Yes
2025-03-16,Agent_084,Team D,Claims,Email,Complaint,Coached,0-3 months,Morning,Evaluator 1,73.8,412.0,4.09,35,90.6,84.9,Not Met,Yes
2025-04-13,Agent_100,Team F,Tech Support,Voice,Escalation,Coached,0-3 months,Mid,Evaluator 2,69.7,831.0,3.77,23,86.8,69.8,Not Met,Yes
2025-07-11,Agent_009,Team C,Banking Support,Voice,Refund Request,Coached,7-12 months,Mid,Evaluator 2,83.8,680.0,3.66,24,99.6,76.8,Not Met,No
2025-09-09,Agent_038,Team D,Retail Support,Voice,Cancellation,Not Coached,7-12 months,Mid,Evaluator 4,76.0,690.0,3.92,30,80.3,77.2,Not Met,Yes
2025-08-14,Agent_048,Team D,Sales,Voice,Account Access,Not Coached,4-6 months,Mid,Evaluator 2,84.1,600.0,4.2,23,86.8,78.3,Not Met,No
2025-10-21,Agent_060,Team D,Sales,Voice,Account Access,Not Coached,12+ months,Mid,Evaluator 4,90.7,515.0,4.3,41,94.4,78.6,Met,No
2025-11-02,Agent_063,Team E,Banking Support,Chat,Refund Request,Coached,7-12 months,Morning,Evaluator 2,73.4,568.0,4.11,35,86.4,67.5,Not Met,Yes
2025-04-08,Agent_086,Team B,Claims,Email,Complaint,Not Coached,0-3 months,Mid,Evaluator 1,66.4,548.0,4.03,35,87.9,72.6,Not Met,Yes
2025-12-04,Agent_118,Team D,Retail Support,Voice,Upsell Inquiry,Coached,0-3 months,Night,Evaluator 2,77.3,577.0,4.05,39,88.6,72.0,Not Met,No
2025-10-13,Agent_117,Team A,Sales,Voice,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 1,95.2,578.0,3.87,36,97.8,81.4,Met,No
2025-12-01,Agent_117,Team C,Billing,Voice,Escalation,Not Coached,7-12 months,Morning,Evaluator 3,76.1,642.0,3.83,18,83.9,75.7,Not Met,Yes
2025-12-13,Agent_002,Team C,Sales,Voice,Complaint,Not Coached,12+ months,Mid,Evaluator 2,78.6,659.0,3.92,28,89.7,74.3,Not Met,No
2025-11-04,Agent_088,Team D,Claims,Email,Refund Request,Not Coached,0-3 months,Mid,Evaluator 2,86.8,576.0,3.71,32,88.2,81.7,Met,No
2025-09-06,Agent_072,Team F,Billing,Voice,Upsell Inquiry,Coached,12+ months,Morning,Evaluator 2,80.6,657.0,3.61,25,92.7,74.6,Not Met,No
2025-06-15,Agent_011,Team D,Banking Support,Voice,Upsell Inquiry,Coached,4-6 months,Morning,Evaluator 1,87.4,698.0,4.19,26,91.7,65.7,Met,No
2025-12-01,Agent_064,Team E,Retail Support,Chat,Upsell Inquiry,Coached,0-3 months,Mid,Evaluator 2,77.5,529.0,3.95,41,89.1,74.9,Not Met,No
2025-01-30,Agent_077,Team D,Banking Support,Voice,Order Status,Coached,12+ months,Morning,Evaluator 2,89.0,661.0,4.08,29,88.1,82.6,Met,No
2025-09-04,Agent_081,Team D,Banking Support,Chat,Technical Troubleshooting,Not Coached,4-6 months,Mid,Evaluator 4,87.4,700.0,4.0,25,89.9,74.8,Met,No
2025-04-16,Agent_072,Team A,Retail Support,Voice,Refund Request,Not Coached,7-12 months,Night,Evaluator 3,85.8,685.0,3.75,32,87.5,74.6,Met,No
2025-02-20,Agent_021,Team B,Retail Support,Chat,Policy Question,Not Coached,0-3 months,Morning,Evaluator 1,81.0,477.0,3.95,33,89.1,77.5,Not Met,No
2025-03-22,Agent_018,Team C,Sales,Email,Billing Issue,Coached,7-12 months,Mid,Evaluator 4,90.8,398.0,4.51,48,86.9,88.5,Met,No
2025-05-13,Agent_094,Team C,Sales,Chat,Billing Issue,Not Coached,12+ months,Night,Evaluator 1,78.0,475.0,3.96,40,80.5,75.9,Not Met,Yes
2025-10-12,Agent_064,Team A,Retail Support,Email,Complaint,Coached,4-6 months,Mid,Evaluator 4,82.6,565.0,4.04,44,94.5,78.2,Not Met,No
2025-05-18,Agent_082,Team A,Billing,Voice,Refund Request,Not Coached,7-12 months,Night,Evaluator 3,80.0,705.0,3.8,32,90.8,78.3,Not Met,No
2025-07-03,Agent_110,Team B,Tech Support,Voice,Refund Request,Coached,0-3 months,Morning,Evaluator 4,69.9,743.0,3.67,32,88.7,72.5,Not Met,Yes
2025-11-26,Agent_111,Team F,Sales,Chat,Billing Issue,Coached,7-12 months,Night,Evaluator 1,90.5,539.0,4.33,28,96.4,77.9,Met,No
2025-09-30,Agent_095,Team C,Tech Support,Voice,Escalation,Coached,4-6 months,Morning,Evaluator 2,64.5,731.0,3.26,26,88.5,70.5,Not Met,Yes
2025-12-06,Agent_038,Team C,Billing,Voice,Billing Issue,Not Coached,4-6 months,Morning,Evaluator 2,73.6,648.0,3.73,24,86.7,72.0,Not Met,Yes
2025-03-10,Agent_032,Team B,Retail Support,Voice,Refund Request,Coached,4-6 months,Morning,Evaluator 3,80.8,739.0,3.93,48,90.1,75.5,Not Met,No
2025-02-03,Agent_011,Team D,Billing,Voice,Upsell Inquiry,Coached,0-3 months,Morning,Evaluator 1,80.7,737.0,4.23,48,84.7,73.8,Not Met,Yes
2025-09-19,Agent_045,Team B,Sales,Voice,Escalation,Not Coached,12+ months,Night,Evaluator 1,78.8,696.0,3.68,27,90.7,84.2,Not Met,No
2025-02-22,Agent_089,Team B,Banking Support,Voice,Cancellation,Coached,4-6 months,Morning,Evaluator 1,89.9,759.0,3.57,26,97.5,66.8,Met,No
2025-07-24,Agent_033,Team D,Retail Support,Chat,Policy Question,Coached,4-6 months,Mid,Evaluator 3,95.3,499.0,3.95,45,89.6,86.1,Met,No
2025-05-06,Agent_102,Team A,Claims,Voice,Order Status,Coached,4-6 months,Mid,Evaluator 2,81.2,725.0,4.1,19,90.8,73.7,Not Met,No
2025-08-23,Agent_041,Team A,Tech Support,Voice,Technical Troubleshooting,Coached,4-6 months,Mid,Evaluator 4,82.7,867.0,3.83,30,95.4,71.0,Not Met,No
2025-02-12,Agent_008,Team B,Billing,Voice,Cancellation,Not Coached,12+ months,Morning,Evaluator 3,85.9,689.0,3.62,41,85.8,79.4,Met,No
2025-08-28,Agent_011,Team A,Retail Support,Voice,Account Access,Not Coached,12+ months,Mid,Evaluator 4,92.6,633.0,4.06,44,95.0,81.5,Met,No
2025-04-21,Agent_086,Team A,Billing,Email,Billing Issue,Coached,4-6 months,Morning,Evaluator 2,91.1,437.0,4.57,42,86.1,85.5,Met,No
2025-09-06,Agent_051,Team C,Retail Support,Voice,Policy Question,Not Coached,12+ months,Morning,Evaluator 3,73.8,676.0,3.93,33,90.4,80.5,Not Met,Yes
